Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Leo Zimmerman,Team 41,Team 41,"AMF, LCMF, RCMF",28,100000,,11,528,0,0.83,0,0.95,12.61,52.7,Ghana,"Ghana, Italy",right,178,73,yes,5.8,4.09,75.0,1.53,55.56,0.51,0.75,0.0,2.22,3.25,0.34,2,0.34,0,0.0,1.36,0.0,0,0.0,0.14,0,0.0,15,2.56,6.67,0.0,0.0,1.53,0.0,0.17,0.0,1.36,0.0,0.0,1.53,66.67,5.8,44.12,1.02,1.19,0.34,24.55,0.34,0.85,32.56,83.77,8.18,72.92,5.45,96.88,11.93,87.14,29.66,89.66,1.36,50.0,15.55,16.58,0.16,1.88,0.0,0.0,0.17,100.0,0.17,4.94,75.86,1.53,33.33,0.17,100.0,0.34,0.0,3.92,86.96,0,,0,,0,0.0,0.0,0.0,,,0.0,,,2.39,0.51,0.0,3.07,0,0.0
Magnus Fletcher,Team 41,Team 41,AMF,23,125000,2028-12-31,1,29,0,0.04,0,0.0,,,Paraguay,Paraguay,right,177,72,yes,,,,,,,0.0,,,0.0,,1,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Ruben Ingram,Team 41,Team 41,RAMF,22,125000,,1,28,0,0.0,0,0.0,,,Chile,Chile,right,176,67,yes,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Rowan Blackwood,Team 41,Team 41,"RCMF, CF, AMF",22,100000,,2,46,0,0.01,0,0.0,15.65,37.5,Finland,Finland,right,182,73,yes,5.87,3.91,100.0,7.83,0.0,0.0,0.0,0.0,1.96,2.5,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.03,0,0.0,1,1.96,0.0,0.0,0.0,3.91,0.0,1.96,0.0,1.96,0.0,0.0,0.0,0.0,1.96,0.0,1.96,3.91,1.96,11.74,0.0,1.96,15.65,62.5,3.91,50.0,1.96,100.0,3.91,100.0,11.74,83.33,0.0,0.0,20.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Dara Vanderveer,Team 41,Team 41,"RDMF, RCMF, LCMF",26,100000,,12,1181,1,1.24,0,0.19,17.68,61.64,Romania,"Romania, Italy",right,179,73,yes,9.53,6.55,74.42,3.73,63.27,0.23,0.33,0.23,4.42,6.47,1.37,3,0.23,1,0.08,1.07,0.08,1,0.08,0.09,0,0.0,14,1.07,21.43,7.143,0.0,0.91,25.0,0.15,0.0,0.69,22.22,0.15,1.3,47.06,5.72,44.0,1.91,0.99,0.15,22.4,0.3,2.36,34.98,79.96,12.42,68.1,4.8,90.48,12.27,86.96,31.55,82.85,2.51,63.64,18.28,39.39,0.01,0.53,0.0,0.08,0.08,0.0,0.15,6.78,67.42,1.22,37.5,0.15,0.0,0.3,0.23,5.64,74.32,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.0,0.0,0.0,0.0,0,0.0
Casper Fletcher,Team 41,Team 41,RCB,26,100000,,13,1225,0,0.92,1,0.39,12.93,71.59,Brazil,"Brazil, Portugal",right,190,82,yes,8.67,4.63,74.6,6.98,74.74,0.29,0.44,1.32,4.92,7.36,0.88,3,0.22,1,0.07,0.22,0.0,0,0.0,0.07,0,0.0,10,0.73,20.0,0.0,0.07,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.15,50.0,0.44,50.0,0.96,0.81,0.0,23.22,0.29,0.37,36.29,83.81,14.99,72.06,3.23,97.73,15.8,93.95,30.49,90.6,5.73,48.72,21.88,36.36,0.03,0.07,0.0,0.0,0.0,0.0,0.07,3.89,54.72,0.15,0.0,0.37,40.0,0.0,0.0,7.42,61.39,0,,0,,0,0.0,0.0,0.0,,,3.09,,,0.0,0.0,0.0,0.0,0,0.0
Nikolai Mercer,Team 41,Team 41,RB,25,100000,,6,277,0,0.14,0,0.0,15.6,50.0,United States,United States,right,177,70,yes,9.1,6.5,65.0,8.45,38.46,0.32,0.42,0.97,4.55,5.83,0.65,0,0.0,0,0.0,0.65,0.0,0,0.0,0.05,0,0.0,2,0.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.65,0.0,0.0,11.37,0.65,0.32,19.49,68.33,9.75,43.33,3.25,100.0,4.55,85.71,13.97,86.05,5.52,23.53,30.58,41.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,63.64,0.97,33.33,0.32,100.0,0.32,0.0,5.52,35.29,0,,0,,0,0.0,0.0,0.0,,,0.97,,,0.0,0.0,0.0,0.0,0,0.0
Leon Barton,Team 41,Team 41,"DMF, RDMF, RB",26,100000,,6,187,0,0.0,0,0.02,15.88,54.55,Nigeria,Nigeria,right,182,74,yes,8.66,10.11,61.9,2.41,40.0,0.0,0.0,0.0,2.41,3.57,3.37,1,0.48,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,2.41,40.0,0.0,0.0,0.0,18.29,0.48,1.44,24.55,86.27,9.63,80.0,1.44,100.0,9.63,95.0,19.73,90.24,4.81,70.0,17.4,29.3,0.01,0.48,0.0,0.0,0.0,0.0,0.0,4.33,77.78,1.44,33.33,0.48,0.0,0.48,0.0,3.85,87.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Leon Mercer,Team 41,Team 41,"LAMF, LW, LWF",25,100000,2026-12-31,11,685,1,0.27,1,0.35,20.76,39.24,Slovakia,"Slovakia, France",right,178,71,yes,6.04,7.09,53.7,2.23,29.41,0.53,0.84,0.13,1.71,2.73,2.23,2,0.26,0,0.0,1.18,0.13,1,0.13,0.04,0,0.0,9,1.18,22.22,11.111,0.13,0.53,0.0,0.39,0.0,0.13,0.0,0.0,2.76,33.33,9.59,30.14,0.79,0.66,0.0,13.93,0.66,2.1,21.02,75.0,4.86,59.46,5.26,87.5,6.04,69.57,18.79,79.72,1.71,46.15,15.9,21.7,0.05,0.66,0.0,0.0,0.0,0.0,0.26,2.36,72.22,0.53,25.0,0.0,0.0,0.26,0.0,3.15,54.17,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Isaac Calder,Team 41,Team 41,GK,26,75000,,1,98,0,0.0,0,0.0,1.84,100.0,Norway,Norway,right,188,83,yes,0.92,0.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,100.0,0.0,0.0,0.0,22.96,0.0,0.92,30.31,81.82,21.12,73.91,0.0,0.0,8.27,100.0,18.37,95.0,11.94,61.54,31.18,49.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02,66.67,1,0.92,8,7.35,0,87.5,1.96,1.8,0.96,0.882,0.0,2.76,0.0,,,,0.0,0,0.0
Fabian Pendleton,Team 41,Team 41,"LCB, RCB, RB",26,75000,2026-10-30,11,896,0,0.52,0,0.07,12.86,64.06,Senegal,Senegal,right,189,80,yes,7.73,3.92,66.67,6.73,68.66,0.2,0.27,0.7,4.92,6.71,0.6,2,0.2,0,0.0,0.2,0.0,0,0.0,0.05,0,0.0,6,0.6,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,1.0,40.0,0.8,0.3,0.0,22.7,0.2,0.5,33.85,85.76,13.96,74.82,2.61,100.0,14.16,94.33,29.73,91.22,4.12,46.34,21.4,34.54,0.01,0.2,0.0,0.0,0.0,0.0,0.0,3.11,74.19,0.2,50.0,0.0,0.0,0.2,0.0,7.63,63.16,0,,0,,0,0.0,0.0,0.0,,,2.41,,,0.0,0.0,0.0,0.0,0,0.0
Malcolm Thorne,Team 41,Team 41,"AMF, CF",27,150000,,12,1036,3,4.35,0,0.7,16.68,47.4,United States,United States,right,177,74,yes,4.78,3.91,42.22,2.61,33.33,0.09,0.13,0.17,3.04,4.45,1.91,6,0.52,0,0.0,2.61,0.26,0,0.0,0.38,0,0.0,31,2.69,22.58,9.677,0.0,1.22,42.86,0.17,100.0,1.04,33.33,0.09,2.26,57.69,8.17,52.13,0.96,1.56,0.26,23.11,0.96,2.52,30.67,83.57,8.25,68.42,5.39,95.16,11.29,87.69,26.58,86.93,2.95,70.59,19.9,43.85,0.06,1.22,0.0,0.0,0.35,50.0,0.26,5.65,76.92,2.87,60.61,0.61,57.14,1.04,0.61,5.82,79.1,0,,0,,0,0.0,0.0,0.0,,,0.17,,,1.74,0.78,22.22,1.39,3,100.0
Zachary Huntington,Team 41,Team 41,CF,26,125000,2026-12-31,14,919,2,1.95,0,0.0,17.04,27.59,Colombia,Colombia,right,185,74,yes,1.57,2.06,52.38,5.39,18.18,0.0,0.0,0.1,0.49,0.71,0.98,1,0.1,0,0.0,0.88,0.2,2,0.2,0.19,0,0.0,14,1.37,42.86,14.286,0.0,0.78,12.5,0.49,20.0,0.29,0.0,0.2,0.39,50.0,6.66,33.82,3.04,0.1,0.0,7.25,1.86,2.06,9.99,72.55,1.57,37.5,3.33,94.12,1.86,73.68,9.21,77.66,0.0,0.0,14.77,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.39,25.0,0.49,0.0,0.1,0.0,0.1,0.2,0.59,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Henry Norwood,Team 41,Team 41,"LAMF, CF, LW",25,125000,,12,547,0,0.37,0,0.28,25.83,40.76,Netherlands,Netherlands,right,175,75,yes,6.09,4.44,62.96,5.76,20.0,0.66,1.03,0.0,2.63,4.1,1.48,0,0.0,0,0.0,2.14,0.0,0,0.0,0.06,0,0.0,7,1.15,42.86,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,2.8,52.94,11.52,44.29,1.48,1.48,0.49,4.44,0.66,3.95,9.05,76.36,1.81,63.64,3.29,90.0,1.81,81.82,8.72,79.25,0.0,0.0,11.75,0.0,0.05,0.82,0.0,0.0,0.16,100.0,0.49,0.49,33.33,0.66,50.0,0.16,100.0,0.66,0.0,0.66,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Cillian Ashford,Team 41,Team 41,CF,28,100000,2026-09-30,2,118,0,0.05,0,0.0,12.97,58.82,Ireland,Ireland,left,186,82,yes,3.05,3.81,40.0,3.81,60.0,0.0,0.0,0.0,1.53,2.0,2.29,1,0.76,0,0.0,2.29,0.0,0,0.0,0.04,0,0.0,2,1.53,50.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,1.53,100.0,3.81,80.0,0.76,0.0,0.0,0.76,0.0,1.53,3.05,75.0,0.0,0.0,1.53,100.0,1.53,50.0,2.29,100.0,0.0,0.0,20.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.76,0.76,0.0,0.0,0,0.0
Lucas Thorpe,Team 41,Team 41,"RAMF, RW",27,125000,,13,1164,0,0.81,0,1.03,19.72,49.41,Belgium,Belgium,right,184,73,yes,6.03,4.87,61.9,2.47,37.5,0.23,0.35,0.23,2.78,4.15,0.85,4,0.31,0,0.0,4.02,0.0,0,0.0,0.06,0,0.0,20,1.55,30.0,0.0,0.0,2.55,21.21,0.31,25.0,2.24,20.69,0.31,4.95,60.94,11.52,49.66,1.62,2.71,0.23,16.31,1.93,2.32,22.35,77.51,5.57,68.06,6.34,93.9,5.8,65.33,19.18,86.29,1.01,38.46,17.49,29.92,0.08,0.77,0.0,0.0,0.0,0.0,0.46,2.4,70.97,2.16,35.71,0.08,0.0,0.39,0.46,3.32,79.07,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.0,0.0,0.0,0.0,0,0.0
Soren Hensley,Team 41,Team 41,GK,34,100000,,13,1323,0,0.0,0,0.0,0.54,87.5,South Korea,"South Korea, Italy",right,194,94,yes,0.75,0.0,0.0,0.41,83.33,0.0,0.0,0.0,0.75,1.1,0.0,4,0.27,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.2,0.0,16.46,0.41,0.2,23.4,82.56,12.04,67.8,0.0,0.0,11.02,98.15,13.67,100.0,9.73,58.04,37.7,53.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,52.94,0.41,16.67,0.48,0.0,0.0,0.0,6.73,80.81,10,0.68,48,3.27,5,79.17,14.4,0.98,4.4,0.299,0.0,1.22,0.41,,,,0.0,0,0.0
Alexander Thorpe,Team 41,Team 41,LB,28,100000,,7,221,0,0.0,0,0.05,16.29,52.5,South Korea,South Korea,left,176,70,yes,11.4,9.77,66.67,2.85,57.14,0.41,0.64,0.41,4.48,7.02,2.44,1,0.41,0,0.0,0.81,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.22,33.33,1.22,33.33,0.0,0.0,0.0,0.41,100.0,1.22,33.33,0.0,0.0,0.0,17.92,1.63,0.0,27.29,61.19,12.62,45.16,4.89,91.67,5.29,69.23,21.18,71.15,4.89,25.0,20.66,29.01,0.02,0.81,0.0,0.0,0.0,0.0,0.0,6.11,33.33,1.22,33.33,0.0,0.0,0.41,0.41,8.14,60.0,0,,0,,0,0.0,0.0,0.0,,,1.22,,,0.41,0.0,0.0,0.41,0,0.0
Graham Waverley,Team 41,Team 41,LB,31,125000,,13,1198,3,2.45,0,1.58,11.19,57.72,Chile,Chile,left,175,76,yes,6.91,4.96,68.18,2.48,39.39,0.3,0.44,0.15,3.23,4.74,1.2,2,0.15,0,0.0,1.58,0.23,1,0.08,0.18,0,0.0,10,0.75,40.0,30.0,0.0,3.08,29.27,3.08,29.27,0.0,0.0,0.53,0.6,62.5,2.93,51.28,0.38,0.83,0.0,21.49,2.18,1.2,30.95,76.7,12.32,68.29,4.43,96.61,9.17,77.05,23.81,88.01,4.21,44.64,20.68,39.84,0.12,1.35,0.0,0.0,0.0,0.0,0.23,4.28,59.65,2.78,43.24,0.15,50.0,0.38,0.98,7.66,81.37,0,,0,,0,0.0,0.0,0.0,,,0.3,,,1.28,0.23,0.0,2.18,2,100.0
Dominic Carrington,Team 41,Team 41,"LDMF, DMF, LCMF",27,125000,,13,1232,1,0.44,0,0.23,8.91,54.92,Iceland,"Iceland, Portugal",right,176,67,yes,7.09,4.82,68.18,0.51,28.57,0.15,0.21,0.44,3.65,5.34,0.8,2,0.15,0,0.0,0.66,0.07,1,0.07,0.03,0,0.0,14,1.02,21.43,7.143,0.0,0.29,50.0,0.15,50.0,0.07,100.0,0.0,0.51,57.14,2.48,41.18,0.07,0.29,0.07,26.15,0.15,0.8,42.22,85.81,11.98,71.34,6.43,93.18,18.99,92.31,35.65,89.55,6.28,66.28,21.57,38.09,0.02,0.22,0.0,0.0,0.0,0.0,0.15,7.09,70.1,0.51,85.71,0.07,100.0,0.15,0.07,6.14,70.24,0,,0,,0,0.0,0.0,0.0,,,1.24,,,0.07,0.07,0.0,0.0,0,0.0
Nikolai Kessler,Team 37,Team 37,LB,29,400000,2026-10-30,1,13,0,0.0,0,0.0,,,Czech Republic,Czech Republic,right,180,71,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Marcus Halston,Team 37,Team 37,RCB,28,225000,,6,323,0,0.01,0,0.43,11.15,67.5,Colombia,"Colombia, Italy",right,188,76,yes,9.75,3.62,76.92,4.18,66.67,0.0,0.0,0.84,6.97,11.72,0.56,2,0.56,0,0.0,0.84,0.0,0,0.0,0.0,0,0.0,1,0.28,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,66.67,1.95,57.14,0.56,0.56,0.0,15.88,0.28,0.84,31.21,79.46,15.33,74.55,2.23,100.0,10.87,84.62,24.52,88.64,6.69,45.83,18.9,22.64,0.12,0.56,0.0,0.0,0.0,0.0,0.28,5.29,47.37,1.11,0.0,0.28,100.0,0.28,0.0,7.52,70.37,0,,0,,0,0.0,0.0,0.0,,,1.95,,,0.0,0.0,0.0,0.0,0,0.0
Nathan Hayward,Team 37,Team 37,"CF, RAMF",33,150000,,8,394,0,0.53,0,0.0,23.3,34.31,Sweden,"Sweden, Portugal",right,184,80,yes,4.11,2.74,50.0,8.45,29.73,0.0,0.0,0.23,2.74,4.24,1.83,0,0.0,0,0.0,0.69,0.0,0,0.0,0.12,0,0.0,7,1.6,14.29,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.0,1.14,40.0,9.82,30.23,1.14,0.69,0.0,9.14,2.06,1.6,14.39,66.67,4.8,57.14,2.51,81.82,5.03,72.73,13.02,68.42,1.37,50.0,17.04,16.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,40.0,1.37,16.67,0.0,0.0,0.23,0.0,1.83,37.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Zachary Brecken,Team 37,Team 37,"RCMF, AMF",32,250000,,2,57,0,0.0,0,0.0,12.63,25.0,Turkey,Turkey,left,170,64,yes,1.58,1.58,0.0,4.74,66.67,0.0,0.0,0.0,1.58,2.5,1.58,1,1.58,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,2,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,17.37,0.0,0.0,30.0,57.89,14.21,44.44,0.0,0.0,11.05,71.43,28.42,55.56,1.58,100.0,18.14,13.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,75.0,1.58,0.0,0.0,0.0,0.0,0.0,4.74,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,6.32,3.16,0.0,0.0,0,0.0
Florian Kren,Team 37,Team 37,"LCMF, RCMF",22,200000,,13,736,1,0.09,0,0.52,18.59,50.66,Uruguay,Uruguay,right,182,75,yes,9.05,8.68,52.11,2.08,47.06,0.61,0.75,0.12,3.91,4.78,1.47,3,0.37,0,0.0,1.47,0.12,1,0.12,0.01,0,0.0,4,0.49,50.0,25.0,0.0,0.98,50.0,0.37,66.67,0.61,40.0,0.12,0.86,85.71,5.99,44.9,0.37,0.98,0.12,22.01,0.37,1.47,37.05,76.9,14.31,64.1,3.42,100.0,15.29,82.4,28.25,85.71,7.83,48.44,24.04,30.64,0.06,0.61,0.0,0.0,0.0,0.0,0.12,8.93,65.75,2.32,42.11,0.73,50.0,0.73,0.49,8.07,78.79,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.12,0.0,0.0,0.0,0,0.0
Bastien Drayton,Team 37,Team 37,"CF, RCMF, AMF",33,250000,,11,889,1,1.8,0,0.17,15.89,41.4,Albania,Albania,right,182,74,yes,5.97,4.35,55.81,4.05,32.5,0.1,0.14,0.1,3.44,4.9,1.42,2,0.2,1,0.1,1.92,0.1,1,0.1,0.18,0,0.0,18,1.82,27.78,5.556,0.0,1.92,36.84,0.0,0.0,1.92,36.84,0.4,1.11,63.64,6.28,41.94,1.92,0.2,0.0,19.44,0.81,1.32,28.04,76.53,9.62,69.47,4.56,91.11,8.71,77.91,24.3,81.25,1.92,57.89,16.69,29.16,0.02,0.51,0.0,0.0,0.1,0.0,0.4,4.66,78.26,2.33,34.78,0.2,0.0,0.3,0.71,5.47,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Casper Prescott,Team 37,Team 37,GK,37,150000,2026-10-31,3,226,0,0.0,0,0.31,1.99,100.0,Norway,"Norway, Italy",right,185,80,yes,1.19,0.0,0.0,1.19,100.0,0.0,0.0,0.0,1.19,1.36,0.0,1,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,100.0,0.0,0.0,0.0,6.77,0.4,1.19,15.93,67.5,12.74,62.5,0.0,0.0,3.19,87.5,6.37,93.75,9.56,50.0,43.0,55.86,0.12,0.4,0.0,0.0,0.0,0.0,0.0,4.78,58.33,0.8,0.0,0.8,50.0,0.4,0.0,7.17,66.67,0,0.0,11,4.38,2,100.0,0.86,0.34,0.86,0.342,0.0,4.38,1.19,,,,0.0,0,0.0
Gabriel Kensington,Team 37,Team 37,"RCB, LCB",34,200000,,8,647,0,0.23,0,0.32,12.94,70.97,Argentina,Argentina,right,188,85,yes,8.07,4.31,70.97,6.12,77.27,0.42,0.56,0.14,4.59,6.19,0.97,0,0.0,0,0.0,0.0,0.0,0,0.0,0.03,0,0.0,2,0.28,0.0,0.0,0.0,0.28,0.0,0.14,0.0,0.14,0.0,0.0,0.28,0.0,1.11,62.5,0.56,0.14,0.0,16.83,0.0,1.11,30.32,80.28,11.55,61.45,1.81,100.0,14.74,91.51,25.87,86.56,4.17,46.67,21.26,29.04,0.04,0.28,0.0,0.0,0.0,0.0,0.28,2.78,35.0,0.7,20.0,0.14,0.0,0.14,0.0,5.7,51.22,0,,0,,0,0.0,0.0,0.0,,,1.67,,,0.0,0.0,0.0,0.0,0,0.0
Simon Pendleton,Team 37,Team 37,"LCMF, LDMF",26,300000,2026-10-30,7,594,0,0.04,0,0.0,8.18,44.44,Uruguay,Uruguay,right,184,79,yes,5.15,3.48,65.22,2.12,21.43,0.3,0.45,0.0,2.58,3.86,0.91,1,0.15,0,0.0,0.15,0.0,0,0.0,0.01,0,0.0,4,0.61,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.15,100.0,1.52,30.0,0.15,0.91,0.0,28.94,0.0,0.3,46.52,91.53,13.03,83.72,8.33,98.18,20.76,94.16,41.82,94.93,4.55,63.33,20.86,40.83,0.0,0.15,0.0,0.0,0.0,0.0,0.0,7.88,82.69,1.06,57.14,0.61,25.0,0.3,0.0,7.12,82.98,0,,0,,0,0.0,0.0,0.0,,,1.52,,,0.15,0.0,0.0,0.0,0,0.0
Rowan Carrington,Team 37,Team 37,"LW, RW, RB",28,250000,,8,162,0,0.01,0,0.32,25.0,28.89,Iceland,Iceland,right,175,74,yes,4.44,5.56,60.0,6.11,0.0,0.0,0.0,0.0,1.11,1.3,1.11,0,0.0,0,0.0,4.44,0.0,0,0.0,0.01,0,0.0,1,0.56,100.0,0.0,0.0,2.78,40.0,1.11,0.0,1.67,66.67,0.0,4.44,62.5,10.56,31.58,2.22,1.67,0.0,11.67,1.67,1.11,21.67,74.36,5.56,60.0,5.56,90.0,6.11,72.73,17.22,80.65,1.67,66.67,16.27,12.98,0.18,1.11,0.0,0.0,0.0,0.0,0.56,2.78,80.0,2.22,50.0,0.0,0.0,0.56,1.67,4.44,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Felix Ravensdale,Team 37,Team 37,LCB,20,250000,,3,269,0,0.27,0,0.0,9.03,66.67,Netherlands,Netherlands,right,184,77,yes,13.72,5.69,76.47,2.68,50.0,0.33,0.41,1.0,9.03,10.95,1.34,1,0.33,0,0.0,0.33,0.0,0,0.0,0.09,0,0.0,2,0.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,100.0,0.67,0.67,0.0,12.71,1.0,0.33,26.1,73.08,15.39,63.04,1.0,100.0,6.69,85.0,21.08,76.19,5.02,60.0,20.24,33.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,28.57,0.33,0.0,0.33,0.0,0.0,0.0,7.7,47.83,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.0,0.0,0.0,0.0,0,0.0
Christian Winterbottom,Team 37,Team 37,"LCMF, AMF",23,450000,,2,133,0,0.09,0,0.0,20.98,41.94,Romania,Romania,right,175,70,yes,10.15,8.8,53.85,0.68,0.0,1.35,1.4,0.0,4.06,4.19,2.71,0,0.0,0,0.0,0.0,0.0,0,0.0,0.06,0,0.0,2,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,37.5,0.68,0.68,0.68,3.38,0.0,2.03,9.47,57.14,2.71,25.0,0.0,0.0,3.38,100.0,8.12,66.67,1.35,0.0,15.9,31.38,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
